BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster_Fix
1293.124939,1.0,6.8255903209275,0.0,6.8255903209275,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,1200.0,6.988690825187471,7.684185035477527,0.0,12,0
630.794744,0.818182,7.308663352897687,7.308663352897687,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,2000.0,6.560491096026781,5.053369500772936,0.0,12,0
1516.92862,1.0,8.076822924739153,7.824537889863976,6.577527505058253,0.0,1.0,0.25,0.916667,0.0,0.0,26.0,3000.0,6.412251160861846,6.196865654011144,0.25,12,0
921.693369,1.0,7.668060982974215,6.042537817291983,7.44948055322358,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,7.412698496269839,5.5299765011453,0.083333,12,0
2772.772734,1.0,0.0,0.0,0.0,5.851660350090109,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,6.692887357486858,6.898677062386753,0.0,12,0
6886.213231,1.0,7.38566507198647,0.0,7.38566507198647,7.741746975288393,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,7.598118225657629,7.654872750325277,0.0,12,0
2072.074354,0.875,0.0,0.0,0.0,7.932101784121888,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,5.973744882038962,5.933781489490081,0.0,8,1
41.08948899999996,0.454545,6.253828811575473,0.0,6.253828811575473,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,5.543577188189688,4.306807558934665,0.25,12,0
1989.072228,1.0,6.225251258520672,5.117993812416755,5.827032023149767,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,13000.0,7.451147239761315,6.614207228607001,0.0,12,0
3577.9709330000005,1.0,5.990564141864818,0.0,5.990564141864818,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,4000.0,6.96127752820317,9.430804286668868,0.0,12,0
2016.684686,1.0,5.179984179586172,0.0,5.179984179586172,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,5.411952254970081,9.514753982813254,0.0,12,0
6369.531318,1.0,8.757933016248602,8.684577067845966,6.111267763047603,5.438202105731185,1.0,0.9166670000000001,0.9999999999999999,0.333333,6.0,92.0,11250.0,7.639622591175338,7.415039685031398,0.0,12,0
132.34223999999995,0.636364,6.705516688347823,0.0,6.705516688347823,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,17.0,1800.0,7.766683793755752,4.469688939347446,0.0,12,0
3800.151377,0.818182,8.354521309045298,8.147739807003912,6.67807792881693,8.984119042407901,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,9.156944219921918,7.262927662141595,0.0,12,0
5368.571219,1.0,0.0,0.0,0.0,6.684549054454003,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,7.261033154311494,7.413369070916895,0.0,11,0
169.78167899999994,1.0,5.992963423231718,0.0,5.992963423231718,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,3000.0,5.3766947283025095,5.099900183352036,0.0,12,0
1615.96724,1.0,4.634728988229636,4.634728988229636,0.0,5.504682890648139,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,6.792545131234186,6.879544273324582,0.0,12,0
125.69481700000006,1.0,5.456516981221582,0.0,5.456516981221582,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,1000.0,5.341250962068848,5.110473503852051,0.0,12,0
7152.864372,1.0,5.961134197300148,5.325689313343887,5.212214667494625,7.71295589411598,0.666667,0.166667,0.416667,0.833333,16.0,8.0,10500.0,7.3792879555140285,7.408440468896529,0.0,12,0
22.06349,1.0,4.61512051684126,0.0,4.61512051684126,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,5.086161806788292,5.079442454117678,0.0,12,0
12136.21996,1.0,8.019287083467484,6.921855403360919,7.613724899561967,8.066076727735902,1.0,0.166667,0.9999999999999999,0.5,10.0,64.0,13000.0,8.350270105136044,8.099558846593096,0.0,12,0
1162.273324,1.0,7.206903859042666,5.993961427306569,6.855103167083238,5.175108258224256,1.0,0.083333,0.9999999999999999,0.166667,2.0,45.0,6000.0,6.472343665440258,5.5523741073615245,0.0,12,0
6732.823064,1.0,5.786743995370548,5.786743995370548,0.0,7.082157017477971,0.08333299999999999,0.083333,0.0,0.166667,3.0,3.0,10500.0,7.45072986762036,7.82713936789029,0.0,12,0
125.66045299999996,1.0,6.458009075556836,6.458009075556836,0.0,0.0,0.916667,0.9166670000000001,0.0,0.0,0.0,11.0,1200.0,6.050793496962728,5.2847349669616435,0.3,12,0
3517.101616,0.727273,6.30678610536318,0.0,6.30678610536318,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,14.0,11000.0,9.07527727374647,9.790518068068778,0.0,12,0
1656.350781,1.0,0.0,0.0,0.0,4.6078103676392335,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,5.865051186791171,6.454521149985232,0.0,12,0
7427.076941,1.0,0.0,0.0,0.0,9.090923194512087,0.0,0.0,0.0,0.727273,11.0,0.0,9000.0,7.400841445464237,7.594805716113981,0.0,11,0
4047.4808280000007,1.0,7.775506815191631,7.404382581948235,6.605811997178087,7.437595514347361,0.75,0.5000000000000001,0.75,0.333333,7.0,41.0,5000.0,7.389498735985844,7.340927381943288,0.0,12,0
6269.418144,1.0,5.3230099791384085,5.3230099791384085,0.0,7.98163074026575,0.08333299999999999,0.083333,0.0,0.333333,12.0,2.0,9000.0,7.121342643846067,7.625794485906742,0.0,12,0
1411.60223,0.454545,6.871340226280088,6.871340226280088,0.0,8.728212804225999,0.08333299999999999,0.083333,0.0,0.333333,6.0,6.0,7500.0,9.907084846508704,6.580568378887042,0.333333,12,0
663.44781,0.727273,0.0,0.0,0.0,8.050085822835518,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,8.028800011722797,5.650147651555028,0.166667,12,0
784.889762,0.909091,7.331446609113647,6.668609370190421,6.608391911756496,7.691391768051934,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,7.141490275195939,5.897545922641265,0.111111,12,0
4104.710798,1.0,5.322131544647291,5.322131544647291,0.0,0.0,0.08333299999999999,0.083333,0.0,0.0,0.0,1.0,4500.0,6.767659847255586,7.4967993979574,0.0,12,0
1360.742377,1.0,0.0,0.0,0.0,7.3015438765324925,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,5.938312228436658,5.7756507455504975,0.0,12,0
5315.945594,1.0,7.330693505801399,6.154433375386121,6.962849341291709,0.0,1.0,0.333333,0.9999999999999999,0.0,0.0,20.0,8500.0,7.266367396088755,7.185171022558634,0.0,12,0
2242.311686,1.0,6.082218910376446,4.584967478670572,5.831882477283517,5.223856135082514,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
474.447149,0.5,4.707185111394821,0.0,4.707185111394821,6.92230841846234,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,5.1762232044509755,4.99856130935223,0.0,8,1
3910.111237,1.0,0.0,0.0,0.0,7.591797737565931,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
229.86717899999996,1.0,7.77971787700675,7.24703072579297,6.896360605568251,0.0,1.0,0.666667,0.9999999999999999,0.0,0.0,87.0,3300.0,7.841867680880996,5.1742146694558455,0.916667,12,0
863.809833,1.0,6.2314652154886145,6.2314652154886145,0.0,6.545489246856135,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,6.37819941940262,5.661044475632165,0.083333,12,0
4931.331857,1.0,6.805080043618763,6.4724544803023925,5.546543698229709,9.051537894261187,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,9.001382889138817,6.921082042868441,0.0,8,1
1078.888565,1.0,8.042008161870061,7.706495948059624,6.787968988149286,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,7.244819012063394,7.187994674045495,0.0,12,0
1565.681099,1.0,0.0,0.0,0.0,5.775666250117309,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,6.540777844746521,6.3672981411811636,0.0,12,0
464.674156,0.888889,7.590963228627309,7.590963228627309,0.0,7.591995663032507,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,8.042716450145122,4.893697583551904,0.2,9,1
6.660517000000027,0.636364,5.739792912179234,0.0,5.739792912179234,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,6.035521534591471,5.747301459426504,0.0,12,0
1311.995984,1.0,7.158436173289435,7.158436173289435,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
3625.218146,1.0,5.750252489041052,5.750252489041052,0.0,6.506484476961441,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
2386.330629,1.0,8.55998827810926,8.474304479372497,6.06269158764624,0.0,0.916667,0.9166670000000001,0.5,0.0,0.0,42.0,7500.0,8.644658907237051,7.179700330020578,0.083333,12,0
3971.1387650000006,1.0,0.0,0.0,0.0,5.418654989798585,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,6.64110217698512,7.3785162732295815,0.0,11,0
5493.90406,1.0,5.438079308923196,0.0,5.438079308923196,6.878935275721404,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,7.655180879929307,7.547515485462326,0.0,12,0
1879.1140329999998,0.727273,4.736198448394496,4.736198448394496,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,8.16356689875695,6.308291202529203,0.0,12,0
1555.793701,1.0,4.207673247529104,4.207673247529104,0.0,0.0,0.08333299999999999,0.083333,0.0,0.0,0.0,1.0,1600.0,5.826246864544016,6.731275434910505,0.0,12,0
809.582978,0.909091,0.0,0.0,0.0,8.248181724327607,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,8.383238543060216,5.491601064749435,0.090909,11,0
7.152356000000054,0.09090900000000002,6.734591659972948,6.734591659972948,0.0,0.0,0.08333299999999999,0.083333,0.0,0.0,0.0,1.0,1600.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
1923.886805,1.0,7.54361227231452,0.0,7.54361227231452,7.382092859951852,1.0,0.0,0.9999999999999999,0.083333,4.0,61.0,1850.0,8.213123166480717,8.091932469749297,0.083333,12,0
1758.059987,1.0,6.024246305382325,5.787541345756266,4.478699521934143,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,6.657306880160869,6.801177849852037,0.0,12,0
809.847455,0.875,0.0,0.0,0.0,6.812811001027565,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,4.990941090122055,5.195245856893709,0.0,8,1
1576.305029,1.0,0.0,0.0,0.0,5.950404365369237,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,6.293460359333536,5.868968621963989,0.0,12,0
3990.5235790000006,1.0,5.577841251298354,5.25540986553676,4.302712827954156,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,8.836059376373083,6.91035925170048,0.083333,12,0
1699.435486,1.0,7.21868257559943,7.218682575599431,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,7.393150071761594,6.829259398021747,0.0,12,0
5487.683724,1.0,6.040492778175336,0.0,6.040492778175336,6.439988164471771,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,7.1617887144105605,7.687943025605707,0.0,12,0
2990.422186,0.909091,8.417211517152742,7.417634455007731,7.9586398388963815,10.214549880228592,0.666667,0.5000000000000001,0.583333,0.833333,27.0,33.0,7000.0,10.248271382681262,7.0103396674623175,0.454545,12,0
656.01301,1.0,0.0,0.0,0.0,7.2966504616584125,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,6.815045498706368,4.955708691441334,0.25,8,1
1808.972419,1.0,6.572142672772806,6.2227349856338,5.355736857415523,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,6.791241033321197,6.435761985266166,0.0,10,0
532.334517,0.909091,6.675747556729456,6.24928001995347,5.621487231929371,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,7.174860061724275,5.173379480888368,0.0,11,0
5860.433624,1.0,6.333048695615371,5.523458920524919,5.74738460102608,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,7.596414904511969,7.678987070163475,0.0,12,0
1727.638449,1.0,6.408709993751677,6.408709993751677,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,7.993255493563906,6.437202687884413,0.0,12,0
578.809679,1.0,5.771441123130016,0.0,5.771441123130016,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,7.272336285780348,5.253249611110729,0.0,12,0
1205.716678,1.0,0.0,0.0,0.0,3.6718808174590887,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,3.4104435372493667,9.017203056528027,0.0,12,0
6593.820644,1.0,5.965274564017741,5.965274564017741,0.0,8.438784972903889,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,7.393621869780999,7.825805398226253,0.0,12,0
17.357563000000027,0.909091,5.504721593857949,3.718680945350726,5.326127067187304,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,5.882770932843391,4.808302162738161,0.181818,12,0
81.58471099999997,0.27272699999999994,0.0,0.0,0.0,8.001790443916308,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,4.767025675958524,5.110131464042561,0.0,12,0
3.7863099999999577,0.636364,4.898212864681969,3.374168709274236,4.662022997580874,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,5.352111333645686,4.6104933428158,0.444444,12,0
42.46442999999999,0.545455,5.983936280687191,0.0,5.983936280687191,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,6.588384644386054,4.954484283243715,1.0,12,0
1935.362486,1.0,8.500372513685894,8.41545721030093,5.9946095962520545,5.686449089071931,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,8.501483822284888,6.3898323387442435,0.0,12,0
134.91720199999997,1.0,7.129938369201223,7.129938369201223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,7.151665256518504,5.149569003726273,1.0,12,0
7069.950386,1.0,7.380741954517848,7.276653216842583,5.072921280180533,8.635332438466254,1.0,0.833333,0.9999999999999999,0.75,23.0,23.0,11000.0,8.431825676435697,7.537570137587036,0.0,12,0
8181.251131,1.0,7.7226819431957,7.185220335023317,6.846124526185636,8.566407824343202,1.0,0.75,0.9999999999999999,0.75,21.0,60.0,13500.0,8.01386467597063,7.63799665412199,0.0,12,0
4037.305658,1.0,3.828641396489095,3.828641396489095,0.0,4.656225059955752,0.08333299999999999,0.083333,0.0,0.083333,1.0,1.0,4500.0,6.979931637127268,6.877235518117718,0.0,12,0
6110.265264,1.0,0.0,0.0,0.0,7.907745010877465,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,7.315355194100754,7.960456369727599,0.0,12,0
9381.255094,1.0,8.537205600628221,7.046499312159117,8.282290774835944,5.918187144935499,1.0,0.25,0.916667,0.083333,1.0,46.0,9000.0,8.765691979834259,9.192995345250297,0.0,12,0
1977.00709,1.0,6.940261190538396,5.4289069362516384,6.692257424693476,8.374919519497766,0.909091,0.090909,0.818182,0.545455,21.0,17.0,4000.0,8.025328328911934,6.815319242368355,0.090909,11,0
1321.47608,1.0,3.8426729272933526,3.8426729272933526,0.0,6.207901527566484,0.08333299999999999,0.083333,0.0,0.083333,1.0,1.0,1800.0,6.0909488191647725,5.747992757638404,0.0,12,0
1307.717841,1.0,6.007829901194246,6.007829901194246,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
2329.485768,1.0,5.367563539284851,5.367563539284851,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
1139.782882,1.0,0.0,0.0,0.0,4.800843148105448,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,5.029284648786022,7.9749150026881575,0.0,12,0
1619.955708,1.0,6.607244604091484,6.607244604091484,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,6.035788878081494,5.966501847859993,0.0,12,0
3505.671311,1.0,0.0,0.0,0.0,7.447159207954664,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
4.70804099999998,0.36363600000000007,4.382026634673881,0.0,4.382026634673881,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,5.388250378901539,4.810403950253194,1.0,12,0
0.0,0.0,0.0,0.0,0.0,4.509198831656053,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,4.934628079522907,5.747301459426504,0.0,7,1
4.875885000000039,0.666667,3.044522437723423,3.044522437723423,0.0,0.0,0.11111100000000002,0.111111,0.0,0.0,0.0,1.0,1500.0,3.3137465990571076,4.125739493280924,0.0,9,1
23.39441099999999,0.27272699999999994,7.205843024147799,0.0,7.205843024147799,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,2000.0,6.5696905892803015,4.021624395851061,0.0,12,0
3539.801912,1.0,7.946192844614177,7.340452860931517,7.158039176448519,0.0,0.916667,0.9166670000000001,0.833333,0.0,0.0,75.0,5700.0,9.124105606000684,7.651973899621786,0.083333,12,0
0.6242399999999861,0.09090900000000002,5.9686052529619,0.0,5.9686052529619,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,31.0,4500.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
862.07238,1.0,0.0,0.0,0.0,6.825796358628535,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,7.7132888505828285,5.374482526239719,0.083333,12,0
2441.542991,1.0,6.695798917058491,6.695798917058491,0.0,6.867825868282063,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,6.279912012197073,6.935347099439079,0.0,12,0
408.656365,1.0,6.848684449405085,0.0,6.848684449405085,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,2500.0,7.001964325488924,5.179593541613167,0.083333,12,0
4986.400804,1.0,0.0,0.0,0.0,8.60162028523746,0.0,0.0,0.0,0.583333,40.0,0.0,8000.0,7.1249113603194285,7.272558726243694,0.0,12,0
1246.624558,1.0,6.0513830373192254,5.185372607531902,5.509631222108668,6.0244133685803405,0.666667,0.166667,0.5,0.083333,2.0,10.0,2000.0,6.359661015394023,6.213338130354008,0.0,12,0
6644.201651,1.0,8.407322520280525,7.909338912111957,7.472023086617956,8.882741562496024,1.0,0.9166670000000001,0.9999999999999999,0.583333,21.0,64.0,9000.0,9.292744278439896,7.812204708947772,0.083333,12,0
156.21675300000004,0.818182,7.2121912183324675,6.374394297410881,6.64668917154408,0.0,0.916667,0.333333,0.833333,0.0,0.0,34.0,5500.0,6.756905274926475,4.694278693295283,0.0,12,0
3393.3512360000004,1.0,0.0,0.0,0.0,6.917060522603349,0.0,0.0,0.0,0.083333,2.0,0.0,4200.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
5322.994094,1.0,7.942077904433863,6.754743949848305,7.578697749553891,7.828576911207201,1.0,0.25,0.9999999999999999,0.333333,8.0,81.0,8500.0,7.320145179939207,7.514816964155401,0.0,12,0
6458.56209,1.0,0.0,0.0,0.0,8.120061898600733,0.0,0.0,0.0,0.25,11.0,0.0,7000.0,7.153652221372497,7.923390128472868,0.0,12,0
175.34165099999996,0.818182,7.319798702450424,7.133583224085232,5.551175047845637,0.0,0.666667,0.416667,0.333333,0.0,0.0,14.0,5000.0,7.5418039297171715,4.924640302230409,1.0,12,0
680.195157,1.0,6.9532734292811496,6.505709318919628,5.936533063581764,0.0,1.0,0.583333,0.9999999999999999,0.0,0.0,25.0,3000.0,6.316139441145971,5.340995753704738,0.0,12,0
223.76361599999996,0.636364,7.745340408858405,0.0,7.745340408858405,0.0,0.583333,0.0,0.5,0.0,0.0,12.0,6500.0,7.0965656378910005,4.6088917324356,0.333333,12,0
1785.626943,1.0,0.0,0.0,0.0,6.358199883664646,0.0,0.0,0.0,0.25,10.0,0.0,1800.0,6.5347937616074345,7.799809100747771,0.0,12,0
54.93323099999998,0.27272699999999994,6.206575926724928,0.0,6.206575926724928,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,7000.0,7.586217950962711,4.997549730332755,1.0,12,0
2662.629852,1.0,0.0,0.0,0.0,6.234457393256876,0.0,0.0,0.0,0.333333,4.0,0.0,3000.0,6.838854033654524,6.565556499367541,0.0,12,0
8504.876253,1.0,8.813625865432732,8.319005632639001,7.872904744103383,7.431062548109857,1.0,0.9166670000000001,0.9999999999999999,0.5,10.0,85.0,17000.0,7.544203454804669,7.681766155035949,0.0,12,0
1464.324632,1.0,7.069355286400314,7.069355286400314,0.0,0.0,0.25,0.25,0.0,0.0,0.0,8.0,9000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
2114.158683,1.0,8.62727554164635,0.0,8.62727554164635,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,75.0,8500.0,8.179193565649877,6.447312407686196,0.0,12,0
2876.396444,1.0,0.0,0.0,0.0,6.907603937530597,0.0,0.0,0.0,0.166667,2.0,0.0,3200.0,6.972068998291171,7.253928939244064,0.0,12,0
14224.11541,1.0,0.0,0.0,0.0,8.437159754349729,0.0,0.0,0.0,0.333333,9.0,0.0,19000.0,8.028655428376947,8.133663434437013,0.0,12,0
2392.917738,1.0,9.430554837704511,9.430554837704511,0.0,0.0,0.916667,0.9166670000000001,0.0,0.0,0.0,217.0,2800.0,9.361318788635828,7.601897424899848,0.0,12,0
57.453201000000035,0.75,0.0,0.0,0.0,5.612081215523314,0.0,0.0,0.0,0.125,1.0,0.0,1200.0,5.958047035162719,4.450821226504721,0.166667,8,1
4245.855092,1.0,7.579832028922791,6.983141005888027,6.78105762593618,0.0,0.833333,0.166667,0.583333,0.0,0.0,19.0,5000.0,6.91309573333649,6.991571387032776,0.0,12,0
11167.23403,1.0,5.021509290648134,5.021509290648134,0.0,9.031590938027875,0.08333299999999999,0.083333,0.0,0.5,14.0,1.0,17000.0,7.865978194264745,7.9707670421562415,0.0,12,0
69.40554499999996,0.09090900000000002,0.0,0.0,0.0,7.937629997142655,0.0,0.0,0.0,0.083333,3.0,0.0,13000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
116.65414899999996,0.27272699999999994,6.811244378601294,6.811244378601294,0.0,5.615162652083958,0.25,0.25,0.0,0.083333,1.0,8.0,5000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
4637.848144,1.0,7.148440079073007,5.865164090991808,6.825003906185169,0.0,0.833333,0.25,0.833333,0.0,0.0,33.0,5000.0,7.553303408815301,8.181239010860805,0.0,12,0
24.284970000000044,0.636364,5.527840524826286,0.0,5.527840524826286,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,3000.0,5.7707022302782205,5.162680937030025,0.0,12,0
9354.06045,1.0,6.6812686457916675,6.6812686457916675,0.0,9.528755652173672,0.08333299999999999,0.083333,0.0,0.666667,16.0,1.0,13000.0,9.274784388023289,7.863987895057057,0.083333,12,0
231.10899500000005,1.0,6.089044875446846,0.0,6.089044875446846,0.0,0.916667,0.0,0.916667,0.0,0.0,22.0,4000.0,6.319178077288133,5.2262360002100205,0.0,12,0
1562.633343,1.0,7.194151525113461,7.065297344411869,5.0875346049320465,0.0,0.5,0.166667,0.25,0.0,0.0,8.0,2000.0,6.929305052658237,6.566123830686406,0.0,12,0
2494.868559,1.0,8.611191602136667,7.238137580965946,8.319300633354263,0.0,1.0,0.5000000000000001,0.9999999999999999,0.0,0.0,52.0,17000.0,6.923935621365515,6.424745872076159,0.0,12,0
706.132889,1.0,6.801127293757346,6.573009551086625,5.216781878565518,6.3754829193138045,0.916667,0.333333,0.916667,0.25,3.0,18.0,1200.0,6.8807519980526735,5.223186280422431,0.0,12,0
19043.13856,1.0,9.999293972829136,9.15377742786776,9.438419722169272,0.0,1.0,0.75,0.9999999999999999,0.0,0.0,216.0,18000.0,10.044100255954937,9.83209967119422,0.0,12,0
2235.103331,1.0,6.581470968748414,6.581470968748414,0.0,6.585217715861589,1.0,1.0,0.0,0.083333,1.0,12.0,2500.0,6.968184560309096,6.536863929118186,0.0,12,0
947.13081,1.0,5.288570015093157,5.008366054652212,3.899950424193877,0.0,0.333333,0.25,0.166667,0.0,0.0,5.0,1000.0,6.2009156208437615,6.235163740171027,0.0,12,0
764.042156,0.818182,0.0,0.0,0.0,7.176332905092684,0.0,0.0,0.0,0.166667,3.0,0.0,7500.0,7.357433040903001,5.158823824150382,0.0,12,0
5347.814547,1.0,0.0,0.0,0.0,8.2948876348863,0.0,0.0,0.0,0.5,9.0,0.0,7000.0,8.881784197001252e-16,5.747301459426504,0.0,12,0
10598.46777,1.0,7.642754323564643,7.171257357432184,6.665683717782408,0.0,0.666667,0.416667,0.583333,0.0,0.0,13.0,21500.0,8.077329611532875,8.02914799480481,0.0,12,0
2163.678757,1.0,8.662221243463897,8.142508469209472,7.759541622469525,0.0,1.0,1.0,0.9999999999999999,0.0,0.0,97.0,6500.0,8.393309437162038,6.305251293867907,0.0,12,0
